BuildingCode,Longitude,Latitude
2403001230,125.5349183,10.28907
2403001231,125.5350867,10.289175
2403001232,125.53684,10.2905783
2403001233,125.5356233,10.288955
2403001234,125.5368407,10.29057049
2403001235,125.5368428,10.29056844
2403001236,125.5352283,10.28929
2403001237,125.53512,10.288865
2403001238,125.535185,10.289045
2403001239,125.5351583,10.2889617
2403001240,125.5368378,10.29057592
2403001241,125.535165,10.2890683
2403001242,125.5351367,10.28921
2403001243,125.53481,10.28953
2403001244,125.5354183,10.2894283
2403001245,125.5351567,10.28926
2403001246,125.5352833,10.2890933
2403001247,125.5352517,10.2892233
2403001248,125.53573,10.2893067
2403001249,125.53536,10.2891633
2403001250,125.5351183,10.2892883
2403001251,125.5351667,10.2892983
2403001252,125.535235,10.28919
2403001253,125.5348117,10.2892983
2403001254,125.52807,10.2915267
2403001256,125.53484,10.2852033
2403001257,125.5351367,10.2892967
2403001258,125.5350717,10.2891217
2403001259,125.53509,10.28945
2403001260,125.53484,10.28923
2403001261,125.53514,10.289305
2403001262,125.5352883,10.2889133
